[2025-05-21 13:59:22.230882] xxxxxxets Jul 29 2019 12:21:46
[2025-05-21 13:59:22.231058] 
[2025-05-21 14:09:16.327143] [I]      459 loraraw.cpp         :  57 | [LR] Preparing to send
[2025-05-21 14:09:16.340923] [I]      478 loraraw.cpp         : 235 | [LR] Packet: 0509FDE7FA0805090504723A040006
[2025-05-21 14:09:16.398288] [I]      537 loraraw.cpp         : 185 | [LR] Started Receiving
[2025-05-21 14:09:16.409345] [I]      538 mac.cpp             : 484 | [MAC] Frame sent successfully after retry, waiting for ACK
[2025-05-21 14:09:16.412740] [I]      554 loraraw.cpp         : 185 | [LR] Started Receiving
[2025-05-21 14:09:16.423029] [I]      554 mac.cpp             : 510 | [MAC] Timeout d'ACK: 108ms (36096us airtime)
[2025-05-21 14:09:16.529551] [I]      669 mac.cpp             : 414 | [MAC] ACK timeout
[2025-05-21 14:09:16.535089] [I]      669 mac.cpp             : 422 | [MAC] Retry 2/3
[2025-05-21 14:09:16.541012] [I]      680 loraraw.cpp         : 155 | [LR] Set power to -9 dBm
[2025-05-21 14:09:16.550702] [I]      680 loraraw.cpp         :  57 | [LR] Preparing to send
[2025-05-21 14:09:16.561138] [I]      699 loraraw.cpp         : 235 | [LR] Packet: 0509FDE7FC0805090504723A040071
[2025-05-21 14:09:16.618645] [I]      758 loraraw.cpp         : 185 | [LR] Started Receiving
[2025-05-21 14:09:16.627686] [I]      758 mac.cpp             : 484 | [MAC] Frame sent successfully after retry, waiting for ACK
[2025-05-21 14:09:16.633228] [I]      775 loraraw.cpp         : 185 | [LR] Started Receiving
[2025-05-21 14:09:16.643340] [I]      775 mac.cpp             : 510 | [MAC] Timeout d'ACK: 108ms (36096us airtime)
[2025-05-21 14:09:16.751545] [I]      891 mac.cpp             : 414 | [MAC] ACK timeout
[2025-05-21 14:09:16.757345] [I]      891 mac.cpp             : 422 | [MAC] Retry 3/3
[2025-05-21 14:09:16.762617] [I]      902 loraraw.cpp         : 155 | [LR] Set power to -9 dBm
[2025-05-21 14:09:16.770348] [I]      902 loraraw.cpp         :  57 | [LR] Preparing to send
[2025-05-21 14:09:16.785737] [I]      921 loraraw.cpp         : 235 | [LR] Packet: 0509FDE7FE0805090504723A0400A1
[2025-05-21 14:09:16.841043] [I]      980 loraraw.cpp         : 185 | [LR] Started Receiving
[2025-05-21 14:09:16.849603] [I]      980 mac.cpp             : 484 | [MAC] Frame sent successfully after retry, waiting for ACK
[2025-05-21 14:09:16.855301] [I]      997 loraraw.cpp         : 185 | [LR] Started Receiving
[2025-05-21 14:09:16.866029] [I]      997 mac.cpp             : 510 | [MAC] Timeout d'ACK: 108ms (36096us airtime)
[2025-05-21 14:09:16.973478] [I]     1113 mac.cpp             : 414 | [MAC] ACK timeout
[2025-05-21 14:09:16.981833] [W]     1113 mac.cpp             : 417 | [MAC] Max retries (3) reached, transmission failed
[2025-05-21 14:09:16.987354] [W]     1124 mac.cpp             : 554 | [MAC] TX error (1)
[2025-05-21 14:09:16.993056] [I]     1130 loraraw.cpp         : 185 | [LR] Started Receiving
[2025-05-21 14:09:17.004034] [W]     1130 transport.cpp       : 281 | [TRANSPORT] TX Error for UDP segment 14962 (frame 59389)
[2025-05-21 14:09:17.012361] [I]     1142 routing_table.cpp   :  60 | [RTABLE] Routing table de-initialized. Heap: 327728
[2025-05-21 14:09:17.019144] [I]     1152 mac.cpp             : 108 | [MAC] Deinit
[2025-05-21 14:09:17.023225] [I]     1163 lora.cpp            :  37 | [LORA] Deinit
[2025-05-21 14:09:17.036216] [I]     1176 routing.cpp         :  75 | [ROUTING] Deinitialized
[2025-05-21 14:09:17.041532] [I]     1176 transport.cpp       :  88 | [TRANSPORT] De-initialized
[2025-05-21 14:09:17.044757] Sleeping for 298814 ms
[2025-05-21 14:14:12.862957] ets Jul 29 2019 12:21:46
[2025-05-21 14:14:12.863078] 
[2025-05-21 14:14:12.868476] rst:0x5 (DEEPSLEEP_RESET),boot:0x13 (SPI_FAST_FLASH_BOOT)
[2025-05-21 14:14:12.871315] configsip: 0, SPIWP:0xee
[2025-05-21 14:14:12.876738] clk_drv:0x00,q_drv:0x00,d_drv:0x00,cs0_drv:0x00,hd_drv:0x00,wp_drv:0x00
[2025-05-21 14:14:12.879523] mode:DIO, clock div:2
[2025-05-21 14:14:12.882281] load:0x3fff0030,len:1184
[2025-05-21 14:14:12.885056] load:0x40078000,len:13232
[2025-05-21 14:14:12.885167] load:0x40080400,len:3028
[2025-05-21 14:14:12.888643] entry 0x400805e4
[2025-05-21 14:14:12.929498] [     7][D][esp32-hal-cpu.c:244] setCpuFrequencyMhz(): PLL: 480 / 2 = 240 Mhz, APB: 80000000 Hz
[2025-05-21 14:14:12.940521] [I]       19 transport.cpp       :  54 | [TRANSPORT] Initializing...
[2025-05-21 14:14:12.990070] [I]       73 lora.cpp            :  32 | [LORA] Init
[2025-05-21 14:14:12.998330] [I]       73 scheduler.cpp       :  77 | [SCHED] Cleanup started
[2025-05-21 14:14:13.010367] [I]       90 loraraw.cpp         : 185 | [LR] Started Receiving
[2025-05-21 14:14:13.015919] [I]       91 loraraw.cpp         :  46 | [LR] Init
[2025-05-21 14:14:13.021475] [I]      101 mac.cpp             : 103 | [MAC] Init
