[2025-05-21 11:10:30.596377] ets Jul 29 2019 12:21:46
[2025-05-21 11:10:30.596515] 
[2025-05-21 11:19:10.713223] [I]      121 routing_table.cpp   :  49 | [RTABLE] Routing table initialized. (4 B, 2 routes) Heap: 328396
[2025-05-21 11:19:10.720266] [I]      131 routing.cpp         :  64 | [ROUTING] Initialized
[2025-05-21 11:19:10.726187] [I]      131 transport.cpp       :  74 | [TRANSPORT] Initialized
[2025-05-21 11:19:10.734069] [W]      142 routing_table.cpp   :  84 | [RTABLE] Route for 0x09 already exists
[2025-05-21 11:19:10.742173] [I]      152 transport.cpp       : 168 | [TRANSPORT] Registered event(s) for port 1
[2025-05-21 11:19:10.749162] [I]      163 transport.cpp       :  93 | [TRANSPORT] Preparing to send
[2025-05-21 11:19:10.759148] [I]      163 transport.cpp       : 368 | [TRANSPORT] SEGMENT: ID=30102 PORT=1 ACKreq=0 ACKResp=0 D-LEN=0 DATA=
[2025-05-21 11:19:10.766138] [I]      173 routing.cpp         :  90 | [ROUTING] Sending packet:
[2025-05-21 11:19:10.775116] [I]      183 routing.cpp         : 299 | [ROUTING] PACKET: SRC=05 DST=09 TTL=5 D-LEN=4 DATA=u
[2025-05-21 11:19:10.783085] [I]      194 routing_table.cpp   :  74 | [RTABLE] Queried route for 0x09, through 0x09
[2025-05-21 11:19:10.790199] [I]      204 mac.cpp             : 115 | [MAC] Preparing to send
[2025-05-21 11:19:10.795133] [I]      204 mac.cpp             : 128 | [MAC] PDU ready
